id,report_id,company_id,statement_id,score_id,dimension_id
211,,4,31,211,1
212,,4,32,212,3
213,,4,33,213,5
214,,4,34,214,1
215,,4,35,215,2
216,,4,36,216,3
217,,4,37,217,4
218,,4,38,218,5
219,,4,39,219,1
220,,4,40,220,3
221,,4,41,221,2
222,,4,42,222,3
223,,4,43,223,1
224,,4,44,224,3
225,,4,45,225,2
226,,4,46,226,1
227,,4,47,227,2
228,,4,48,228,4
229,,4,49,229,3
230,,4,50,230,2
231,,4,51,231,4
232,,4,52,232,5
233,,4,53,233,5
234,,4,54,234,1
235,,4,55,235,4
236,,4,56,236,4
237,,4,57,237,1
238,,4,58,238,2
239,,4,59,239,4
240,,4,60,240,6
241,,5,1,241,2
242,,5,2,242,2
243,,5,3,243,3
244,,5,4,244,4
245,,5,5,245,5
246,,5,6,246,1
247,,5,7,247,1
248,,5,8,248,2
249,,5,9,249,2
250,,5,10,250,3
251,,5,11,251,4
252,,5,12,252,5
253,,5,13,253,1
254,,5,14,254,2
255,,5,15,255,2
256,,5,16,256,4
257,,5,17,257,1
258,,5,18,258,1
259,,5,19,259,1
260,,5,20,260,2
261,,5,21,261,3
262,,5,22,262,4
263,,5,23,263,1
264,,5,24,264,1
265,,5,25,265,2
266,,5,26,266,3
267,,5,27,267,3
268,,5,28,268,4
269,,5,29,269,5
270,,5,30,270,3
271,,5,31,271,1
272,,5,32,272,3
273,,5,33,273,5
274,,5,34,274,1
275,,5,35,275,2
276,,5,36,276,3
277,,5,37,277,4
278,,5,38,278,5
279,,5,39,279,1
280,,5,40,280,3
281,,5,41,281,2
282,,5,42,282,3
283,,5,43,283,1
284,,5,44,284,3
285,,5,45,285,2
286,,5,46,286,1
287,,5,47,287,2
288,,5,48,288,4
289,,5,49,289,3
290,,5,50,290,2
291,,5,51,291,4
292,,5,52,292,5
293,,5,53,293,5
294,,5,54,294,1
295,,5,55,295,4
296,,5,56,296,4
297,,5,57,297,1
298,,5,58,298,2
299,,5,59,299,4
300,,5,60,300,6
301,,6,1,301,2
302,,6,2,302,2
303,,6,3,303,3
304,,6,4,304,4
305,,6,5,305,5
306,,6,6,306,1
307,,6,7,307,1
308,,6,8,308,2
309,,6,9,309,2
310,,6,10,310,3
311,,6,11,311,4
312,,6,12,312,5
313,,6,13,313,1
314,,6,14,314,2
315,,6,15,315,2
316,,6,16,316,4
317,,6,17,317,1
318,,6,18,318,1
319,,6,19,319,1
320,,6,20,320,2
321,,6,21,321,3
322,,6,22,322,4
323,,6,23,323,1
324,,6,24,324,1
325,,6,25,325,2
326,,6,26,326,3
327,,6,27,327,3
328,,6,28,328,4
329,,6,29,329,5
330,,6,30,330,3
331,,6,31,331,1
332,,6,32,332,3
333,,6,33,333,5
334,,6,34,334,1
335,,6,35,335,2
336,,6,36,336,3
337,,6,37,337,4
338,,6,38,338,5
339,,6,39,339,1
340,,6,40,340,3
341,,6,41,341,2
342,,6,42,342,3
343,,6,43,343,1
344,,6,44,344,3
345,,6,45,345,2
346,,6,46,346,1
347,,6,47,347,2
348,,6,48,348,4
349,,6,49,349,3
350,,6,50,350,2
351,,6,51,351,4
352,,6,52,352,5
353,,6,53,353,5
354,,6,54,354,1
355,,6,55,355,4
356,,6,56,356,4
357,,6,57,357,1
358,,6,58,358,2
359,,6,59,359,4
360,,6,60,360,6
361,,7,1,361,2
362,,7,2,362,2
363,,7,3,363,3
364,,7,4,364,4
365,,7,5,365,5
366,,7,6,366,1
367,,7,7,367,1
368,,7,8,368,2
369,,7,9,369,2
370,,7,10,370,3
371,,7,11,371,4
372,,7,12,372,5
373,,7,13,373,1
374,,7,14,374,2
375,,7,15,375,2
376,,7,16,376,4
377,,7,17,377,1
378,,7,18,378,1
379,,7,19,379,1
380,,7,20,380,2
381,,7,21,381,3
382,,7,22,382,4
383,,7,23,383,1
384,,7,24,384,1
385,,7,25,385,2
386,,7,26,386,3
387,,7,27,387,3
388,,7,28,388,4
389,,7,29,389,5
390,,7,30,390,3
391,,7,31,391,1
392,,7,32,392,3
393,,7,33,393,5
394,,7,34,394,1
395,,7,35,395,2
396,,7,36,396,3
397,,7,37,397,4
398,,7,38,398,5
399,,7,39,399,1
400,,7,40,400,3
401,,7,41,401,2
402,,7,42,402,3
403,,7,43,403,1
404,,7,44,404,3
405,,7,45,405,2
406,,7,46,406,1
407,,7,47,407,2
408,,7,48,408,4
409,,7,49,409,3
410,,7,50,410,2
411,,7,51,411,4
412,,7,52,412,5
413,,7,53,413,5
414,,7,54,414,1
415,,7,55,415,4
416,,7,56,416,4
417,,7,57,417,1
418,,7,58,418,2
419,,7,59,419,4
420,,7,60,420,6
421,,8,1,421,2
422,,8,2,422,2
423,,8,3,423,3
424,,8,4,424,4
425,,8,5,425,5
426,,8,6,426,1
427,,8,7,427,1
428,,8,8,428,2
429,,8,9,429,2
430,,8,10,430,3
431,,8,11,431,4
432,,8,12,432,5
433,,8,13,433,1
434,,8,14,434,2
435,,8,15,435,2
436,,8,16,436,4
437,,8,17,437,1
438,,8,18,438,1
439,,8,19,439,1
440,,8,20,440,2
441,,8,21,441,3
442,,8,22,442,4
443,,8,23,443,1
444,,8,24,444,1
445,,8,25,445,2
446,,8,26,446,3
447,,8,27,447,3
448,,8,28,448,4
449,,8,29,449,5
450,,8,30,450,3
451,,8,31,451,1
452,,8,32,452,3
453,,8,33,453,5
454,,8,34,454,1
455,,8,35,455,2
456,,8,36,456,3
457,,8,37,457,4
458,,8,38,458,5
459,,8,39,459,1
460,,8,40,460,3
461,,8,41,461,2
462,,8,42,462,3
463,,8,43,463,1
464,,8,44,464,3
465,,8,45,465,2
466,,8,46,466,1
467,,8,47,467,2
468,,8,48,468,4
469,,8,49,469,3
470,,8,50,470,2
471,,8,51,471,4
472,,8,52,472,5
473,,8,53,473,5
474,,8,54,474,1
475,,8,55,475,4
476,,8,56,476,4
477,,8,57,477,1
478,,8,58,478,2
479,,8,59,479,4
480,,8,60,480,6
481,,9,1,481,2
482,,9,2,482,2
483,,9,3,483,3
484,,9,4,484,4
485,,9,5,485,5
486,,9,6,486,1
487,,9,7,487,1
488,,9,8,488,2
489,,9,9,489,2
490,,9,10,490,3
491,,9,11,491,4
492,,9,12,492,5
493,,9,13,493,1
494,,9,14,494,2
495,,9,15,495,2
496,,9,16,496,4
497,,9,17,497,1
498,,9,18,498,1
499,,9,19,499,1
500,,9,20,500,2
501,,9,21,501,3
502,,9,22,502,4
503,,9,23,503,1
504,,9,24,504,1
505,,9,25,505,2
506,,9,26,506,3
507,,9,27,507,3
508,,9,28,508,4
509,,9,29,509,5
510,,9,30,510,3
511,,9,31,511,1
512,,9,32,512,3
513,,9,33,513,5
514,,9,34,514,1
515,,9,35,515,2
516,,9,36,516,3
517,,9,37,517,4
518,,9,38,518,5
519,,9,39,519,1
520,,9,40,520,3
521,,9,41,521,2
522,,9,42,522,3
523,,9,43,523,1
524,,9,44,524,3
525,,9,45,525,2
526,,9,46,526,1
527,,9,47,527,2
528,,9,48,528,4
529,,9,49,529,3
530,,9,50,530,2
531,,9,51,531,4
532,,9,52,532,5
533,,9,53,533,5
534,,9,54,534,1
535,,9,55,535,4
536,,9,56,536,4
537,,9,57,537,1
538,,9,58,538,2
539,,9,59,539,4
540,,9,60,540,6
541,,10,1,541,2
542,,10,2,542,2
543,,10,3,543,3
544,,10,4,544,4
545,,10,5,545,5
546,,10,6,546,1
547,,10,7,547,1
548,,10,8,548,2
549,,10,9,549,2
550,,10,10,550,3
551,,10,11,551,4
552,,10,12,552,5
553,,10,13,553,1
554,,10,14,554,2
555,,10,15,555,2
556,,10,16,556,4
557,,10,17,557,1
558,,10,18,558,1
559,,10,19,559,1
560,,10,20,560,2
561,,10,21,561,3
562,,10,22,562,4
563,,10,23,563,1
564,,10,24,564,1
565,,10,25,565,2
566,,10,26,566,3
567,,10,27,567,3
568,,10,28,568,4
569,,10,29,569,5
570,,10,30,570,3
571,,10,31,571,1
572,,10,32,572,3
573,,10,33,573,5
574,,10,34,574,1
575,,10,35,575,2
576,,10,36,576,3
577,,10,37,577,4
578,,10,38,578,5
579,,10,39,579,1
580,,10,40,580,3
581,,10,41,581,2
582,,10,42,582,3
583,,10,43,583,1
584,,10,44,584,3
585,,10,45,585,2
586,,10,46,586,1
587,,10,47,587,2
588,,10,48,588,4
589,,10,49,589,3
590,,10,50,590,2
591,,10,51,591,4
592,,10,52,592,5
593,,10,53,593,5
594,,10,54,594,1
595,,10,55,595,4
596,,10,56,596,4
597,,10,57,597,1
598,,10,58,598,2
599,,10,59,599,4
600,,10,60,600,6
